*       Citation
*       
*       A citation to
*  the MCM website and the relevant mechanism construction
*  protocols should be given in any publication using
*  information obtained from this source, using the following
*  or comparable wording:
*       
* The chemical mechanistic
*  information was taken from the Master Chemical Mechanism,
*  MCM v3.3.1 (reference), via  website:
*  http://mcm.york.ac.uk/
* 
* The reference should be: 
* 
* 
*  For non-aromatic schemes:
*    
*       Jenkin et al.,
*  Atmos. Environ., 31, 81, 1997
*  [doi:10.1016/S1352-2310(96)00105-7]
*       Saunders et
*  al., Atmos. Chem. Phys., 3, 161, 2003
*  [doi:10.5194/acp-3-161-2003]
*    
*    For aromatic
*  schemes:
*    
*       Jenkin et al., Atmos. Chem. Phys.,
*  3, 181, 2003 [doi:10.5194/acp-3-181-2003]
*       Bloss et
*  al., Atmos. Chem. Phys., 5, 641, 2005
*  [doi:10.5194/acp-5-641-2005]
*    
*    For the
*  β-caryophyllene scheme:
*    
*       Jenkin et al.,
*  Atmos. Chem. Phys.,  12, 5275, 2012
*  [doi:10.5194/acp-12-5275-2012]
*    
*    For the isoprene
*  scheme:
*    
*       Jenkin et al., Atmos. Chem. Phys.,
*  15, 11433-11459, 2015 [doi:10.5194/acp-15-11433-2015]
* Selected VOCs: APINENE BENZAL BENZENE BOX2PROL BPINENE BUOX2ETOH BUT1ENE BUT2OL
* C2H2 C2H4 C2H5CHO C2H5OH C2H6 C3H6 C3H7CHO C3H8 C4H6 C4H9CHO C5H8
* CBUT2ENE CH3CHO CH3CO2H CH3COCH3 CH3OCH3 CH3OCHO CH3OH CH4 CHEX
* CHEX2ENE CPENT2ENE CYHEXOL CYHEXONE DIEK DIET35TOL DIETETHER
* DIIPRETHER DIME35EB DMC DMM EBENZ EOX2EOL ETBE ETHACET ETHGLY
* HCHO HCOOH HEX1ENE HEX2ONE HEX3ONE IBUTOL IC4H10 IC5H12 IPBENZ
* IPEAOH IPEBOH IPECOH IPRCHO IPROACET IPROPOL M22C4 M23C4 M2HEX
* M2PE M3HEX M3PE ME2BUT1ENE ME2BUT2ENE ME3BUOL ME3BUT1ENE MEK
* MEPROPENE METHACET METHTOL MIBK MIBKAOH MIPK MO2EOL MPRK MTBE
* MTBK MXYL NBUTACET NBUTOL NC10H22 NC11H24 NC12H26 NC4H10 NC5H12
* NC6H14 NC7H16 NC8H18 NC9H20 NEOP NPROACET NPROPOL OETHTOL OXYL
* PBENZ PECOH PENT1ENE PETHTOL PR2OHMOX PROPACID PROPGLY PXYL
* SBUTACET STYRENE TBUACET TBUT2ENE TBUTOL THEX2ENE TM123B TM124B
* TM135B TOLUENE TPENT2ENE
Name	Smiles	Inchi	InchiKey	Formula	Mass	Excited	PeroxyRadical	Synonyms
RA28NO3								
RA28O2	*-O[O]					false	true	
RA28OOH								
RAROH14								
RAROH17								
RC14O2	*-O[O]					false	true	
RC16O2	*-O[O]					false	true	
RC18NO3								
RC18O2	*-O[O]					false	true	
RC18OOH								
RCOOH25								
RE12NO3								
RE12O2	*-O[O]					false	true	
RE15NO3								
RE15O2	*-O[O]					false	true	
RE18NO3								
RE18O2	*-O[O]					false	true	
RE6O2	*-O[O]					false	true	
RI11O2	*-O[O]					false	true	
RI11OOH								
RI12NO3								
RI12O2	*-O[O]					false	true	
RI12OOH								
RI13NO3								
RI13O2	*-O[O]					false	true	
RI13OOH								
RI14O2	*-O[O]					false	true	
RI14OOH								
RI15NO3								
RI15O2	*-O[O]					false	true	
RI15OOH								
RI16AO2	*-O[O]					false	true	
RI16NO3								
RI16O2	*-O[O]					false	true	
RI16OOH								
RI17O2	*-O[O]					false	true	
RI17OOH								
RI19O2	*-O[O]					false	true	
RN10NO3								
RN10O2	*-O[O]					false	true	
RN10OOH								
RN11O2	*-O[O]					false	true	
RN11OOH								
RN12NO3								
RN12O2	*-O[O]					false	true	
RN12OOH								
RN13AO2	*-O[O]					false	true	
RN13NO3								
RN13O2	*-O[O]					false	true	
RN13OOH								
RN14O2	*-O[O]					false	true	
RN14OOH								
RN15AO2	*-O[O]					false	true	
RN15NO3								
RN15O2	*-O[O]					false	true	
RN15OOH								
RN16AO2	*-O[O]					false	true	
RN16NO3								
RN16O2	*-O[O]					false	true	
RN16OOH								
RN17O2	*-O[O]					false	true	
RN17OOH								
RN18AO2	*-O[O]					false	true	
RN18NO3								
RN18O2	*-O[O]					false	true	
RN18OOH								
RN19AO2	*-O[O]					false	true	
RN19BO2	*-O[O]					false	true	
RN19NO3								
RN19O2	*-O[O]					false	true	
RN19OOH								
RN20O2	*-O[O]					false	true	
RN20OOH								
RN21AO2	*-O[O]					false	true	
RN21NO3								
RN21O2	*-O[O]					false	true	
RN21OOH								
RN22AO2	*-O[O]					false	true	
RN22NO3								
RN22O2	*-O[O]					false	true	
RN22OOH								
RN23O2	*-O[O]					false	true	
RN23OOH								
RN24AO2	*-O[O]					false	true	
RN24NO3								
RN24O2	*-O[O]					false	true	
RN24OOH								
RN25AO2	*-O[O]					false	true	
RN25NO3								
RN25O2	*-O[O]					false	true	
RN25OOH								
RN26O2	*-O[O]					false	true	
RN26OOH								
RN27AO2	*-O[O]					false	true	
RN27NO3								
RN27O2	*-O[O]					false	true	
RN27OOH								
RN28AO2	*-O[O]					false	true	
RN28NO3								
RN28O2	*-O[O]					false	true	
RN28OOH								
RN29O2	*-O[O]					false	true	
RN29OOH								
RN30AO2	*-O[O]					false	true	
RN30NO3								
RN30O2	*-O[O]					false	true	
RN30OOH								
RN31AO2	*-O[O]					false	true	
RN31NO3								
RN31O2	*-O[O]					false	true	
RN31OOH								
RN32O2	*-O[O]					false	true	
RN32OOH								
RN33AO2	*-O[O]					false	true	
RN33NO3								
RN33O2	*-O[O]					false	true	
RN33OOH								
RN34AO2	*-O[O]					false	true	
RN34NO3								
RN34O2	*-O[O]					false	true	
RN34OOH								
RN35O2	*-O[O]					false	true	
RN35OOH								
RN36AO2	*-O[O]					false	true	
RN36NO3								
RN36O2	*-O[O]					false	true	
RN36OOH								
RN37NO3								
RN37O2	*-O[O]					false	true	
RN37OOH								
RN8O2	*-O[O]					false	true	
RN8OOH								
RN9NO3								
RN9O2	*-O[O]					false	true	
RN9OOH								
RTN10O2	*-O[O]					false	true	
RTN10OOH								
RTN14O2	*-O[O]					false	true	
RTN14OOH								
RTN23O2	*-O[O]					false	true	
RTN23OOH								
RTN24O2	*-O[O]					false	true	
RTN24OOH								
RTN25NO3								
RTN25O2	*-O[O]					false	true	
RTN25OOH								
RTN26O2	*-O[O]					false	true	
RTN26OOH								
RTN26PAN								
RTN28NO3								
RTN28O2	*-O[O]					false	true	
RTN28OOH								
RTX22NO3								
RTX22O2	*-O[O]					false	true	
RTX22OOH								
RTX24NO3								
RTX24O2	*-O[O]					false	true	
RTX24OOH								
RTX28NO3								
RTX28O2	*-O[O]					false	true	
RTX28OOH								
RU10AO2	*-O[O]					false	true	
RU10NO3						false		
RU10O2	*-O[O]					false	true	
RU10OOH								
RU11NO3								
RU11O2	*-O[O]					false	true	
RU11OOH								
RU12NO3						false		
RU12O2	*-O[O]					false	true	
RU12OOH								
RU14NO3								
RU14O2	*-O[O]					false	true	
RU14OOH								
RUA20O2	*-O[O]					false	true	
RUA20OOH								
SA								
SBUTACET	CCC(C)OC(=O)C	InChI=1S/C6H12O2/c1-4-5(2)8-6(3)7/h5H,4H2,1-3H3	DCKVNWZUADLDEH-UHFFFAOYSA-N	C6H12O2	116.1583	false	false	105-46-4; SEC-BUTYL ACETATE; dl-sec-Butyl acetate; Acetic acid, 1-methylpropyl ester; butan-2-yl acetate
SO2	O=S=O	InChI=1S/O2S/c1-3-2	RAHZWNYVWXNFOC-UHFFFAOYSA-N	O2S	64.07		false	
SO3	O=S(=O)=O	InChI=1S/O3S/c1-4(2)3	AKEJUJNQAAGONA-UHFFFAOYSA-N	O3S	80.07		false	
STYRENE	C=Cc1ccccc1	InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2	PPBRXRYQALVLMV-UHFFFAOYSA-N	C8H8	104.1491	false	false	9003-53-6; 100-42-5; MFCD00084450; Ethenylbenzene; Vinylbenzene
TBUACET	CC(=O)OC(C)(C)C	InChI=1S/C6H12O2/c1-5(7)8-6(2,3)4/h1-4H3	WMOVHXAZOJBABW-UHFFFAOYSA-N	C6H12O2	116.1583	false	false	540-88-5; TERT-BUTYL ACETATE; tert butyl acetate; tert.-Butyl acetate; Acetic acid, 1,1-dimethylethyl ester
TBUT2ENE	CC=CC	InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3	IAQRGUVFOMOMEM-UHFFFAOYSA-N	C4H8	56.1063	false	false	.beta.-Butene; .beta.-Butylene; AKOS032960957; DTXSID1026748; FT-0611627
TBUTOL	CC(C)(C)O	InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3	DKGAVHZHDRPRBM-UHFFFAOYSA-N	C4H10O	74.1216	false	false	tert -butanol; tert Butanol; tert-Butanol; tert. Butanol; tert.-butanol
THEX2ENE	CCC\C=C\C	InChI=1S/C6H12/c1-3-5-6-4-2/h3,5H,4,6H2,1-2H3/b5-3+	RYPKRALMXUUNKS-HWKANZROSA-N	C6H12	84.1595	false	false	4050-45-7; trans-2-Hexene; 592-43-8; (E)-2-Hexene; (E)-hex-2-ene
TM123B	Cc1cccc(C)c1C	InChI=1S/C9H12/c1-7-5-4-6-8(2)9(7)3/h4-6H,1-3H3	FYGHSUNMUKGBRK-UHFFFAOYSA-N	C9H12	120.1916	false	false	1,2,3-TRIMETHYLBENZENE; 526-73-8; Hemimellitene; Hemellitol; Trimethylbenzene
TM124B	Cc1ccc(C)c(C)c1	InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3	GWHJZXXIDMPWGX-UHFFFAOYSA-N	C9H12	120.1916	false	false	95-63-6; 1,2, 4-Trimethylbenzene; 1,2,4 trimethylbenzene; 1,2,4-TRIMETHYLBENZENE; Pseudocumene
TM135B	Cc1cc(C)cc(C)c1	InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3	AUHZEENZYGFFBQ-UHFFFAOYSA-N	C9H12	120.1916	false	false	108-67-8; MESITYLENE; 1,3, 5-Trimethylbenzene; 1,3,5-Trimethylbenzene; BENZENE,1,3,5-TRIMETHYL
TNCARB10								
TNCARB15								
TNCARB26								
TOLUENE	Cc1ccccc1	InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3	YXFVVABEGXRONW-UHFFFAOYSA-N	C7H8	92.1384	false	false	toluene; toluene-; 108-88-3; toluol; methylbenzene
TPENT2ENE	CC\C=C\C	InChI=1S/C5H10/c1-3-5-4-2/h3,5H,4H2,1-2H3/b5-3+	QMMOXUPEWRXHJS-HWKANZROSA-N	C5H10	70.1329	false	false	trans-2-Pentene; 646-04-8; 109-68-2; 2-PENTENE; (E)-2-Pentene
TXCARB22								
TXCARB24								
UCARB10								
UCARB12								
UDCARB11								
UDCARB14								
UDCARB17								
UDCARB20								
UDCARB8								
